# Example table
#   xpos = -1
#   ypos = -1
#   zunit='km/s'
#   iunit='Jy/beam'
#
-5.0000 -0.2171
-4.9497 0.1995
-4.8995 0.0566
-4.8492 -0.3013
-4.7990 -0.1157
-4.7487 0.3303
-4.6985 -0.4853
-4.6482 -0.0858
-4.5980 0.2532
-4.5477 -0.1733
-4.4975 -0.1358
-4.4472 -0.0189
-4.3970 0.2983
-4.3467 -0.1278
-4.2965 -0.0888
-4.2462 -0.0869
-4.1960 0.4412
-4.1457 0.4374
-4.0955 0.2008
-4.0452 0.0772
-3.9950 0.1475
-3.9447 0.2981
-3.8945 -0.1872
-3.8442 0.2352
-3.7940 -0.2508
-3.7437 -0.1276
-3.6935 0.1814
-3.6432 -0.2857
-3.5930 -0.0280
-3.5427 -0.1724
-3.4925 -0.0511
-3.4422 -0.5597
-3.3920 -0.3543
-3.3417 -0.1400
-3.2915 0.1855
-3.2412 -0.0347
-3.1910 0.0006
-3.1407 0.1376
-3.0905 -0.1759
-3.0402 0.0567
-2.9899 -0.1611
-2.9397 -0.3455
-2.8894 -0.0782
-2.8392 0.1148
-2.7889 0.0677
-2.7387 -0.0024
-2.6884 0.4785
-2.6382 0.0826
-2.5879 0.1958
-2.5377 0.4477
-2.4874 -0.2588
-2.4372 -0.2077
-2.3869 0.3488
-2.3367 -0.1595
-2.2864 0.0061
-2.2362 0.2140
-2.1859 0.1784
-2.1357 0.3513
-2.0854 0.2995
-2.0352 0.2144
-1.9849 -0.1539
-1.9347 0.1598
-1.8844 0.0639
-1.8342 -0.2639
-1.7839 0.2852
-1.7337 0.1637
-1.6834 0.0120
-1.6332 -0.0430
-1.5829 -0.2351
-1.5327 0.0456
-1.4824 0.1008
-1.4322 -0.1574
-1.3819 0.2433
-1.3317 -0.2060
-1.2814 -0.4082
-1.2312 0.2281
-1.1809 -0.0562
-1.1307 0.0045
-1.0804 -0.1316
-1.0302 -0.2781
-0.9799 0.3027
-0.9296 -0.0761
-0.8794 0.4056
-0.8291 0.2484
-0.7789 0.0396
-0.7286 -0.0967
-0.6784 -0.0055
-0.6281 -0.0782
-0.5779 0.6082
-0.5276 0.2536
-0.4774 0.4843
-0.4271 0.0383
-0.3769 0.3697
-0.3266 0.6152
-0.2764 0.3635
-0.2261 0.6925
-0.1759 0.3302
-0.1256 0.3404
-0.0754 0.7603
-0.0251 0.6851
0.0251 0.9711
0.0754 0.5340
0.1256 1.1638
0.1759 1.6375
0.2261 1.2136
0.2764 1.3300
0.3266 1.4670
0.3769 1.1693
0.4271 1.7395
0.4774 1.4471
0.5276 1.7969
0.5779 2.2448
0.6281 1.9614
0.6784 2.3185
0.7286 2.5272
0.7789 2.4823
0.8291 2.2487
0.8794 2.5463
0.9296 3.0870
0.9799 2.3642
1.0302 2.7789
1.0804 2.7787
1.1307 2.9577
1.1809 3.1166
1.2312 3.3107
1.2814 2.9451
1.3317 3.1601
1.3819 3.0843
1.4322 3.0542
1.4824 2.8102
1.5327 2.6763
1.5829 2.5981
1.6332 2.5995
1.6834 2.7388
1.7337 2.7423
1.7839 2.5631
1.8342 2.2907
1.8844 2.6586
1.9347 2.4938
1.9849 2.0087
2.0352 1.8020
2.0854 1.8788
2.1357 1.9920
2.1859 1.6914
2.2362 1.6240
2.2864 1.3603
2.3367 1.3869
2.3869 1.5009
2.4372 1.0444
2.4874 1.0257
2.5377 0.9573
2.5879 0.8777
2.6382 0.4581
2.6884 0.2900
2.7387 0.3915
2.7889 0.5644
2.8392 0.5821
2.8894 0.3107
2.9397 0.6426
2.9899 0.2936
3.0402 0.2857
3.0905 0.2064
3.1407 0.2394
3.1910 0.3245
3.2412 0.2911
3.2915 -0.0443
3.3417 0.4203
3.3920 -0.1208
3.4422 0.0990
3.4925 0.0153
3.5427 -0.1508
3.5930 0.0343
3.6432 -0.1070
3.6935 0.0487
3.7437 0.1089
3.7940 0.3177
3.8442 0.0806
3.8945 -0.1066
3.9447 -0.0656
3.9950 0.0383
4.0452 0.0270
4.0955 0.2986
4.1457 0.2844
4.1960 -0.0675
4.2462 -0.1063
4.2965 -0.5087
4.3467 -0.1077
4.3970 -0.1939
4.4472 -0.0697
4.4975 0.0793
4.5477 0.0362
4.5980 -0.0054
4.6482 0.0404
4.6985 -0.0249
4.7487 0.0397
4.7990 -0.6460
4.8492 -0.0537
4.8995 -0.0220
4.9497 -0.0682
5.0000 -0.0435
